contract_id,insured_id,role
CTR_003175,INS_004808,souscripteur principal
CTR_003176,INS_004809,souscripteur principal
CTR_003177,INS_004810,souscripteur principal
CTR_003177,INS_004740,conjoint
CTR_003178,INS_004811,souscripteur principal
CTR_003179,INS_004812,souscripteur principal
CTR_003180,INS_004814,souscripteur principal
CTR_003180,INS_004018,enfant
CTR_003181,INS_004816,souscripteur principal
CTR_003182,INS_004817,souscripteur principal
CTR_003182,INS_002810,enfant
CTR_003183,INS_004817,souscripteur principal
CTR_003184,INS_004818,souscripteur principal
CTR_003184,INS_001724,enfant
CTR_003184,INS_005322,conjoint
CTR_003185,INS_004823,souscripteur principal
CTR_003186,INS_004826,souscripteur principal
CTR_003186,INS_000318,enfant
CTR_003187,INS_004830,souscripteur principal
CTR_003188,INS_004831,souscripteur principal
CTR_003188,INS_005640,conjoint
CTR_003189,INS_004832,souscripteur principal
CTR_003189,INS_003939,conjoint
CTR_003190,INS_004833,souscripteur principal
CTR_003191,INS_004835,souscripteur principal
CTR_003191,INS_001161,enfant
CTR_003192,INS_004837,souscripteur principal
CTR_003192,INS_005511,conducteur secondaire
CTR_003193,INS_004837,souscripteur principal
CTR_003194,INS_004838,souscripteur principal
CTR_003194,INS_004251,conjoint
CTR_003195,INS_004841,souscripteur principal
CTR_003195,INS_000743,enfant
CTR_003196,INS_004842,souscripteur principal
CTR_003196,INS_002532,conducteur secondaire
CTR_003197,INS_004844,souscripteur principal
CTR_003198,INS_004845,souscripteur principal
CTR_003199,INS_004845,souscripteur principal
CTR_003200,INS_004845,souscripteur principal
CTR_003201,INS_004846,souscripteur principal
CTR_003201,INS_002052,conjoint
CTR_003202,INS_004849,souscripteur principal
CTR_003203,INS_004850,souscripteur principal
CTR_003204,INS_004853,souscripteur principal
CTR_003205,INS_004855,souscripteur principal
CTR_003206,INS_004856,souscripteur principal
CTR_003207,INS_004859,souscripteur principal
CTR_003207,INS_004106,conducteur secondaire
CTR_003208,INS_004862,souscripteur principal
CTR_003209,INS_004864,souscripteur principal
CTR_003210,INS_004864,souscripteur principal
CTR_003211,INS_004864,souscripteur principal
CTR_003212,INS_004865,souscripteur principal
CTR_003213,INS_004867,souscripteur principal
CTR_003214,INS_004869,souscripteur principal
CTR_003215,INS_004870,souscripteur principal
CTR_003216,INS_004871,souscripteur principal
CTR_003217,INS_004871,souscripteur principal
CTR_003218,INS_004872,souscripteur principal
CTR_003218,INS_004893,conjoint
CTR_003219,INS_004873,souscripteur principal
CTR_003220,INS_004875,souscripteur principal
CTR_003221,INS_004877,souscripteur principal
CTR_003221,INS_003643,enfant
CTR_003222,INS_004879,souscripteur principal
CTR_003222,INS_001434,conjoint
CTR_003223,INS_004882,souscripteur principal
CTR_003223,INS_000744,conjoint
CTR_003223,INS_005485,enfant
CTR_003224,INS_004883,souscripteur principal
CTR_003224,INS_002465,conjoint
CTR_003225,INS_004884,souscripteur principal
CTR_003226,INS_004886,souscripteur principal
CTR_003227,INS_004889,souscripteur principal
CTR_003228,INS_004890,souscripteur principal
CTR_003229,INS_004891,souscripteur principal
CTR_003230,INS_004892,souscripteur principal
CTR_003231,INS_004893,souscripteur principal
CTR_003232,INS_004894,souscripteur principal
CTR_003232,INS_002404,conducteur secondaire
CTR_003233,INS_004895,souscripteur principal
CTR_003233,INS_004491,conducteur secondaire
CTR_003234,INS_004896,souscripteur principal
CTR_003234,INS_003835,conducteur secondaire
CTR_003235,INS_004897,souscripteur principal
CTR_003235,INS_004424,enfant
CTR_003236,INS_004898,souscripteur principal
CTR_003237,INS_004899,souscripteur principal
CTR_003238,INS_004900,souscripteur principal
CTR_003238,INS_005192,enfant
CTR_003239,INS_004901,souscripteur principal
CTR_003240,INS_004903,souscripteur principal
CTR_003241,INS_004904,souscripteur principal
CTR_003241,INS_001027,enfant
CTR_003241,INS_000163,conducteur secondaire
CTR_003242,INS_004904,souscripteur principal
CTR_003243,INS_004904,souscripteur principal
CTR_003244,INS_004905,souscripteur principal
CTR_003245,INS_004906,souscripteur principal
CTR_003245,INS_005148,conjoint
CTR_003246,INS_004906,souscripteur principal
CTR_003247,INS_004910,souscripteur principal
CTR_003248,INS_004911,souscripteur principal
CTR_003248,INS_002529,conjoint
CTR_003248,INS_000385,enfant
CTR_003249,INS_004914,souscripteur principal
CTR_003250,INS_004915,souscripteur principal
CTR_003250,INS_001230,conducteur secondaire
CTR_003251,INS_004917,souscripteur principal
CTR_003251,INS_005206,conjoint
CTR_003252,INS_004920,souscripteur principal
CTR_003253,INS_004921,souscripteur principal
CTR_003254,INS_004924,souscripteur principal
CTR_003255,INS_004926,souscripteur principal
CTR_003256,INS_004928,souscripteur principal
CTR_003257,INS_004928,souscripteur principal
CTR_003257,INS_002663,conjoint
CTR_003258,INS_004928,souscripteur principal
CTR_003259,INS_004929,souscripteur principal
CTR_003260,INS_004931,souscripteur principal
CTR_003260,INS_004138,enfant
CTR_003261,INS_004932,souscripteur principal
CTR_003262,INS_004934,souscripteur principal
CTR_003263,INS_004934,souscripteur principal
CTR_003264,INS_004935,souscripteur principal
CTR_003265,INS_004935,souscripteur principal
CTR_003266,INS_004936,souscripteur principal
CTR_003267,INS_004937,souscripteur principal
CTR_003268,INS_004938,souscripteur principal
CTR_003269,INS_004939,souscripteur principal
CTR_003269,INS_004146,conducteur secondaire
CTR_003270,INS_004940,souscripteur principal
CTR_003271,INS_004940,souscripteur principal
CTR_003272,INS_004942,souscripteur principal
CTR_003273,INS_004943,souscripteur principal
CTR_003273,INS_003889,enfant
CTR_003273,INS_000118,conducteur secondaire
CTR_003274,INS_004943,souscripteur principal
CTR_003275,INS_004943,souscripteur principal
CTR_003276,INS_004944,souscripteur principal
CTR_003277,INS_004947,souscripteur principal
CTR_003278,INS_004947,souscripteur principal
CTR_003279,INS_004948,souscripteur principal
CTR_003280,INS_004950,souscripteur principal
CTR_003281,INS_004952,souscripteur principal
CTR_003282,INS_004953,souscripteur principal
CTR_003283,INS_004954,souscripteur principal
CTR_003283,INS_003167,conjoint
CTR_003284,INS_004954,souscripteur principal
CTR_003285,INS_004955,souscripteur principal
CTR_003285,INS_004278,conducteur secondaire
CTR_003286,INS_004955,souscripteur principal
CTR_003287,INS_004955,souscripteur principal
CTR_003288,INS_004957,souscripteur principal
CTR_003289,INS_004958,souscripteur principal
CTR_003290,INS_004959,souscripteur principal
CTR_003291,INS_004962,souscripteur principal
CTR_003291,INS_005598,conjoint
CTR_003292,INS_004964,souscripteur principal
CTR_003293,INS_004966,souscripteur principal
CTR_003294,INS_004967,souscripteur principal
CTR_003295,INS_004968,souscripteur principal
CTR_003296,INS_004971,souscripteur principal
CTR_003297,INS_004972,souscripteur principal
CTR_003298,INS_004973,souscripteur principal
CTR_003299,INS_004974,souscripteur principal
CTR_003300,INS_004974,souscripteur principal
CTR_003300,INS_000193,conducteur secondaire
CTR_003301,INS_004974,souscripteur principal
CTR_003302,INS_004976,souscripteur principal
CTR_003303,INS_004980,souscripteur principal
CTR_003304,INS_004981,souscripteur principal
CTR_003304,INS_003032,conducteur secondaire
CTR_003305,INS_004981,souscripteur principal
CTR_003305,INS_004163,enfant
CTR_003306,INS_004981,souscripteur principal
CTR_003307,INS_004984,souscripteur principal
CTR_003308,INS_004985,souscripteur principal
CTR_003309,INS_004986,souscripteur principal
CTR_003310,INS_004987,souscripteur principal
CTR_003311,INS_004988,souscripteur principal
CTR_003312,INS_004989,souscripteur principal
CTR_003313,INS_004992,souscripteur principal
CTR_003313,INS_001801,enfant
CTR_003314,INS_004993,souscripteur principal
CTR_003315,INS_005004,souscripteur principal
CTR_003315,INS_005859,enfant
CTR_003316,INS_005005,souscripteur principal
CTR_003316,INS_004689,conjoint
CTR_003317,INS_005007,souscripteur principal
CTR_003317,INS_002835,enfant
CTR_003318,INS_005008,souscripteur principal
CTR_003319,INS_005009,souscripteur principal
CTR_003319,INS_005333,conducteur secondaire
CTR_003320,INS_005011,souscripteur principal
CTR_003321,INS_005014,souscripteur principal
CTR_003321,INS_001605,conjoint
CTR_003322,INS_005015,souscripteur principal
CTR_003323,INS_005016,souscripteur principal
CTR_003323,INS_001778,conjoint
CTR_003324,INS_005017,souscripteur principal
CTR_003325,INS_005018,souscripteur principal
CTR_003325,INS_005751,conducteur secondaire
CTR_003326,INS_005019,souscripteur principal
CTR_003327,INS_005019,souscripteur principal
CTR_003328,INS_005019,souscripteur principal
CTR_003329,INS_005020,souscripteur principal
CTR_003330,INS_005021,souscripteur principal
CTR_003330,INS_001935,conducteur secondaire
CTR_003330,INS_000027,conducteur secondaire
CTR_003331,INS_005021,souscripteur principal
CTR_003332,INS_005022,souscripteur principal
CTR_003333,INS_005024,souscripteur principal
CTR_003333,INS_004386,enfant
CTR_003333,INS_000274,enfant
CTR_003334,INS_005027,souscripteur principal
CTR_003334,INS_004891,conducteur secondaire
CTR_003335,INS_005027,souscripteur principal
CTR_003336,INS_005028,souscripteur principal
CTR_003336,INS_005364,conducteur secondaire
CTR_003336,INS_001968,conducteur secondaire
CTR_003337,INS_005029,souscripteur principal
CTR_003337,INS_001952,conjoint
CTR_003338,INS_005030,souscripteur principal
CTR_003339,INS_005032,souscripteur principal
CTR_003339,INS_005038,conjoint
CTR_003340,INS_005033,souscripteur principal
CTR_003341,INS_005034,souscripteur principal
CTR_003342,INS_005035,souscripteur principal
CTR_003342,INS_002891,conducteur secondaire
CTR_003343,INS_005036,souscripteur principal
CTR_003344,INS_005039,souscripteur principal
CTR_003345,INS_005040,souscripteur principal
CTR_003345,INS_000486,conjoint
CTR_003346,INS_005042,souscripteur principal
CTR_003346,INS_000080,enfant
CTR_003347,INS_005046,souscripteur principal
CTR_003348,INS_005047,souscripteur principal
CTR_003349,INS_005048,souscripteur principal
CTR_003350,INS_005049,souscripteur principal
CTR_003351,INS_005050,souscripteur principal
CTR_003352,INS_005052,souscripteur principal
CTR_003352,INS_005533,enfant
CTR_003353,INS_005055,souscripteur principal
CTR_003353,INS_001254,conducteur secondaire
CTR_003354,INS_005056,souscripteur principal
CTR_003355,INS_005057,souscripteur principal
CTR_003356,INS_005059,souscripteur principal
CTR_003356,INS_002294,conducteur secondaire
CTR_003357,INS_005060,souscripteur principal
CTR_003358,INS_005061,souscripteur principal
CTR_003359,INS_005062,souscripteur principal
CTR_003360,INS_005065,souscripteur principal
CTR_003360,INS_004868,conjoint
CTR_003361,INS_005066,souscripteur principal
CTR_003362,INS_005067,souscripteur principal
CTR_003363,INS_005069,souscripteur principal
CTR_003364,INS_005071,souscripteur principal
CTR_003365,INS_005072,souscripteur principal
CTR_003366,INS_005073,souscripteur principal
CTR_003366,INS_004831,enfant
CTR_003367,INS_005074,souscripteur principal
CTR_003367,INS_002250,conjoint
CTR_003368,INS_005077,souscripteur principal
CTR_003369,INS_005077,souscripteur principal
CTR_003369,INS_000619,enfant
CTR_003370,INS_005078,souscripteur principal
CTR_003371,INS_005080,souscripteur principal
CTR_003372,INS_005082,souscripteur principal
CTR_003373,INS_005086,souscripteur principal
CTR_003374,INS_005088,souscripteur principal
CTR_003374,INS_001806,conjoint
CTR_003375,INS_005089,souscripteur principal
CTR_003375,INS_003616,conjoint
CTR_003376,INS_005091,souscripteur principal
CTR_003377,INS_005093,souscripteur principal
CTR_003378,INS_005094,souscripteur principal
CTR_003379,INS_005095,souscripteur principal
CTR_003380,INS_005095,souscripteur principal
CTR_003381,INS_005095,souscripteur principal
CTR_003382,INS_005096,souscripteur principal
CTR_003383,INS_005098,souscripteur principal
CTR_003384,INS_005100,souscripteur principal
CTR_003385,INS_005102,souscripteur principal
CTR_003386,INS_005103,souscripteur principal
CTR_003386,INS_001656,conjoint
CTR_003387,INS_005104,souscripteur principal
CTR_003388,INS_005106,souscripteur principal
CTR_003389,INS_005107,souscripteur principal
CTR_003389,INS_004476,conducteur secondaire
CTR_003390,INS_005109,souscripteur principal
CTR_003391,INS_005114,souscripteur principal
CTR_003392,INS_005115,souscripteur principal
CTR_003393,INS_005120,souscripteur principal
CTR_003394,INS_005122,souscripteur principal
CTR_003395,INS_005123,souscripteur principal
CTR_003395,INS_005495,conjoint
CTR_003396,INS_005123,souscripteur principal
CTR_003397,INS_005124,souscripteur principal
CTR_003398,INS_005125,souscripteur principal
CTR_003399,INS_005126,souscripteur principal
CTR_003399,INS_002738,enfant
CTR_003400,INS_005128,souscripteur principal
CTR_003401,INS_005130,souscripteur principal
CTR_003402,INS_005132,souscripteur principal
CTR_003403,INS_005135,souscripteur principal
CTR_003404,INS_005137,souscripteur principal
CTR_003405,INS_005139,souscripteur principal
CTR_003406,INS_005141,souscripteur principal
CTR_003406,INS_000105,enfant
CTR_003407,INS_005141,souscripteur principal
CTR_003408,INS_005144,souscripteur principal
CTR_003409,INS_005149,souscripteur principal
CTR_003409,INS_004000,enfant
CTR_003409,INS_004234,enfant
CTR_003410,INS_005149,souscripteur principal
CTR_003411,INS_005150,souscripteur principal
CTR_003412,INS_005150,souscripteur principal
CTR_003413,INS_005151,souscripteur principal
CTR_003414,INS_005152,souscripteur principal
CTR_003415,INS_005153,souscripteur principal
CTR_003416,INS_005154,souscripteur principal
CTR_003416,INS_001312,conducteur secondaire
CTR_003417,INS_005155,souscripteur principal
CTR_003418,INS_005156,souscripteur principal
CTR_003419,INS_005157,souscripteur principal
CTR_003420,INS_005157,souscripteur principal
CTR_003421,INS_005158,souscripteur principal
CTR_003422,INS_005159,souscripteur principal
CTR_003423,INS_005160,souscripteur principal
CTR_003424,INS_005161,souscripteur principal
CTR_003424,INS_005812,conducteur secondaire
CTR_003425,INS_005161,souscripteur principal
CTR_003425,INS_004024,conducteur secondaire
CTR_003426,INS_005162,souscripteur principal
CTR_003427,INS_005164,souscripteur principal
CTR_003427,INS_003973,enfant
CTR_003428,INS_005164,souscripteur principal
CTR_003429,INS_005165,souscripteur principal
CTR_003430,INS_005166,souscripteur principal
CTR_003430,INS_001629,enfant
CTR_003431,INS_005167,souscripteur principal
CTR_003432,INS_005169,souscripteur principal
CTR_003432,INS_000047,conducteur secondaire
CTR_003433,INS_005170,souscripteur principal
CTR_003434,INS_005171,souscripteur principal
CTR_003435,INS_005173,souscripteur principal
CTR_003435,INS_003006,enfant
CTR_003435,INS_005325,conducteur secondaire
CTR_003436,INS_005174,souscripteur principal
CTR_003437,INS_005176,souscripteur principal
CTR_003438,INS_005177,souscripteur principal
CTR_003439,INS_005183,souscripteur principal
CTR_003439,INS_001893,conjoint
CTR_003440,INS_005184,souscripteur principal
CTR_003441,INS_005185,souscripteur principal
CTR_003442,INS_005186,souscripteur principal
CTR_003443,INS_005187,souscripteur principal
CTR_003444,INS_005188,souscripteur principal
CTR_003444,INS_004607,enfant
CTR_003445,INS_005188,souscripteur principal
CTR_003445,INS_005658,conducteur secondaire
CTR_003446,INS_005189,souscripteur principal
CTR_003447,INS_005190,souscripteur principal
CTR_003448,INS_005191,souscripteur principal
CTR_003449,INS_005192,souscripteur principal
CTR_003450,INS_005193,souscripteur principal
CTR_003450,INS_001690,conjoint
CTR_003451,INS_005196,souscripteur principal
CTR_003451,INS_005167,conjoint
CTR_003451,INS_001170,enfant
CTR_003452,INS_005199,souscripteur principal
CTR_003453,INS_005202,souscripteur principal
CTR_003453,INS_000415,enfant
CTR_003453,INS_000871,enfant
CTR_003454,INS_005205,souscripteur principal
CTR_003454,INS_001820,enfant
CTR_003455,INS_005206,souscripteur principal
CTR_003456,INS_005207,souscripteur principal
CTR_003457,INS_005211,souscripteur principal
CTR_003458,INS_005212,souscripteur principal
CTR_003459,INS_005213,souscripteur principal
CTR_003460,INS_005215,souscripteur principal
CTR_003461,INS_005216,souscripteur principal
CTR_003462,INS_005216,souscripteur principal
CTR_003463,INS_005217,souscripteur principal
CTR_003464,INS_005218,souscripteur principal
CTR_003465,INS_005219,souscripteur principal
CTR_003466,INS_005220,souscripteur principal
CTR_003467,INS_005221,souscripteur principal
CTR_003467,INS_002359,conjoint
CTR_003468,INS_005223,souscripteur principal
CTR_003468,INS_002733,conjoint
CTR_003469,INS_005226,souscripteur principal
CTR_003470,INS_005227,souscripteur principal
CTR_003471,INS_005229,souscripteur principal
CTR_003471,INS_003923,conducteur secondaire
CTR_003472,INS_005232,souscripteur principal
CTR_003472,INS_000173,enfant
CTR_003473,INS_005232,souscripteur principal
CTR_003474,INS_005233,souscripteur principal
CTR_003475,INS_005234,souscripteur principal
CTR_003476,INS_005234,souscripteur principal
CTR_003477,INS_005235,souscripteur principal
CTR_003478,INS_005236,souscripteur principal
CTR_003478,INS_000657,conjoint
CTR_003479,INS_005237,souscripteur principal
CTR_003479,INS_005349,conjoint
CTR_003480,INS_005239,souscripteur principal
CTR_003481,INS_005241,souscripteur principal
CTR_003482,INS_005243,souscripteur principal
CTR_003483,INS_005244,souscripteur principal
CTR_003483,INS_000237,conducteur secondaire
CTR_003484,INS_005245,souscripteur principal
CTR_003485,INS_005246,souscripteur principal
CTR_003485,INS_001176,conducteur secondaire
CTR_003486,INS_005247,souscripteur principal
CTR_003487,INS_005248,souscripteur principal
CTR_003488,INS_005248,souscripteur principal
CTR_003489,INS_005249,souscripteur principal
CTR_003490,INS_005250,souscripteur principal
CTR_003491,INS_005251,souscripteur principal
CTR_003492,INS_005253,souscripteur principal
CTR_003493,INS_005254,souscripteur principal
CTR_003494,INS_005255,souscripteur principal
CTR_003494,INS_005176,enfant
CTR_003495,INS_005256,souscripteur principal
CTR_003495,INS_004449,conducteur secondaire
CTR_003496,INS_005257,souscripteur principal
CTR_003497,INS_005260,souscripteur principal
CTR_003498,INS_005261,souscripteur principal
CTR_003498,INS_001634,enfant
CTR_003499,INS_005264,souscripteur principal
CTR_003500,INS_005265,souscripteur principal
CTR_003501,INS_005266,souscripteur principal
CTR_003502,INS_005267,souscripteur principal
CTR_003503,INS_005268,souscripteur principal
CTR_003504,INS_005269,souscripteur principal
CTR_003505,INS_005270,souscripteur principal
CTR_003505,INS_003907,enfant
CTR_003506,INS_005271,souscripteur principal
CTR_003507,INS_005271,souscripteur principal
CTR_003508,INS_005271,souscripteur principal
CTR_003509,INS_005272,souscripteur principal
CTR_003510,INS_005274,souscripteur principal
CTR_003511,INS_005275,souscripteur principal
CTR_003512,INS_005277,souscripteur principal
CTR_003513,INS_005279,souscripteur principal
CTR_003514,INS_005283,souscripteur principal
CTR_003515,INS_005283,souscripteur principal
CTR_003515,INS_000989,conjoint
CTR_003516,INS_005283,souscripteur principal
CTR_003517,INS_005285,souscripteur principal
CTR_003518,INS_005287,souscripteur principal
CTR_003519,INS_005289,souscripteur principal
CTR_003519,INS_005979,conjoint
CTR_003520,INS_005290,souscripteur principal
CTR_003520,INS_005585,conjoint
CTR_003521,INS_005291,souscripteur principal
CTR_003522,INS_005293,souscripteur principal
CTR_003523,INS_005294,souscripteur principal
CTR_003524,INS_005295,souscripteur principal
CTR_003525,INS_005296,souscripteur principal
CTR_003526,INS_005298,souscripteur principal
CTR_003527,INS_005299,souscripteur principal
CTR_003527,INS_004737,conjoint
CTR_003528,INS_005300,souscripteur principal
CTR_003529,INS_005301,souscripteur principal
CTR_003530,INS_005303,souscripteur principal
CTR_003531,INS_005307,souscripteur principal
CTR_003531,INS_004376,enfant
CTR_003531,INS_000541,enfant
CTR_003532,INS_005308,souscripteur principal
CTR_003533,INS_005309,souscripteur principal
CTR_003533,INS_002427,conjoint
CTR_003534,INS_005309,souscripteur principal
CTR_003535,INS_005310,souscripteur principal
CTR_003535,INS_005917,conducteur secondaire
CTR_003536,INS_005313,souscripteur principal
CTR_003536,INS_000778,conjoint
CTR_003536,INS_001775,conducteur secondaire
CTR_003537,INS_005314,souscripteur principal
CTR_003538,INS_005318,souscripteur principal
CTR_003539,INS_005319,souscripteur principal
CTR_003539,INS_003868,conjoint
CTR_003540,INS_005321,souscripteur principal
CTR_003541,INS_005324,souscripteur principal
CTR_003541,INS_002639,conducteur secondaire
CTR_003542,INS_005325,souscripteur principal
CTR_003542,INS_005650,conducteur secondaire
CTR_003543,INS_005327,souscripteur principal
CTR_003544,INS_005329,souscripteur principal
CTR_003545,INS_005331,souscripteur principal
CTR_003546,INS_005332,souscripteur principal
CTR_003547,INS_005341,souscripteur principal
CTR_003547,INS_005298,conducteur secondaire
CTR_003548,INS_005342,souscripteur principal
CTR_003549,INS_005345,souscripteur principal
CTR_003550,INS_005347,souscripteur principal
CTR_003551,INS_005351,souscripteur principal
CTR_003552,INS_005356,souscripteur principal
CTR_003552,INS_002063,enfant
CTR_003553,INS_005361,souscripteur principal
CTR_003554,INS_005362,souscripteur principal
CTR_003554,INS_005289,conjoint
CTR_003555,INS_005363,souscripteur principal
CTR_003556,INS_005364,souscripteur principal
CTR_003557,INS_005364,souscripteur principal
CTR_003558,INS_005364,souscripteur principal
CTR_003559,INS_005365,souscripteur principal
CTR_003560,INS_005366,souscripteur principal
CTR_003561,INS_005368,souscripteur principal
CTR_003562,INS_005369,souscripteur principal
CTR_003563,INS_005371,souscripteur principal
CTR_003564,INS_005372,souscripteur principal
CTR_003564,INS_001479,conducteur secondaire
CTR_003565,INS_005373,souscripteur principal
CTR_003566,INS_005373,souscripteur principal
CTR_003567,INS_005375,souscripteur principal
CTR_003568,INS_005376,souscripteur principal
CTR_003569,INS_005378,souscripteur principal
CTR_003569,INS_004764,enfant
CTR_003570,INS_005379,souscripteur principal
CTR_003570,INS_001231,conducteur secondaire
CTR_003571,INS_005380,souscripteur principal
CTR_003572,INS_005381,souscripteur principal
CTR_003573,INS_005382,souscripteur principal
CTR_003574,INS_005387,souscripteur principal
CTR_003575,INS_005388,souscripteur principal
CTR_003575,INS_001889,conducteur secondaire
CTR_003576,INS_005390,souscripteur principal
CTR_003577,INS_005391,souscripteur principal
CTR_003577,INS_003062,conjoint
CTR_003578,INS_005393,souscripteur principal
CTR_003579,INS_005396,souscripteur principal
CTR_003580,INS_005397,souscripteur principal
CTR_003581,INS_005400,souscripteur principal
CTR_003582,INS_005403,souscripteur principal
CTR_003583,INS_005404,souscripteur principal
CTR_003584,INS_005405,souscripteur principal
CTR_003585,INS_005405,souscripteur principal
CTR_003585,INS_004346,conjoint
CTR_003585,INS_000170,conducteur secondaire
CTR_003586,INS_005405,souscripteur principal
CTR_003587,INS_005406,souscripteur principal
CTR_003587,INS_004418,conducteur secondaire
CTR_003588,INS_005409,souscripteur principal
CTR_003589,INS_005413,souscripteur principal
CTR_003590,INS_005414,souscripteur principal
CTR_003591,INS_005415,souscripteur principal
CTR_003592,INS_005416,souscripteur principal
CTR_003593,INS_005417,souscripteur principal
CTR_003593,INS_004073,conducteur secondaire
CTR_003594,INS_005418,souscripteur principal
CTR_003595,INS_005419,souscripteur principal
CTR_003596,INS_005419,souscripteur principal
CTR_003597,INS_005423,souscripteur principal
CTR_003598,INS_005424,souscripteur principal
CTR_003599,INS_005425,souscripteur principal
CTR_003600,INS_005426,souscripteur principal
CTR_003601,INS_005427,souscripteur principal
CTR_003602,INS_005428,souscripteur principal
CTR_003603,INS_005429,souscripteur principal
CTR_003604,INS_005431,souscripteur principal
CTR_003605,INS_005433,souscripteur principal
CTR_003605,INS_004851,conducteur secondaire
CTR_003606,INS_005436,souscripteur principal
CTR_003606,INS_000031,enfant
CTR_003607,INS_005437,souscripteur principal
CTR_003608,INS_005439,souscripteur principal
CTR_003608,INS_004794,conjoint
CTR_003609,INS_005439,souscripteur principal
CTR_003610,INS_005442,souscripteur principal
CTR_003610,INS_005662,enfant
CTR_003611,INS_005443,souscripteur principal
CTR_003612,INS_005444,souscripteur principal
CTR_003613,INS_005445,souscripteur principal
CTR_003613,INS_001609,conducteur secondaire
CTR_003614,INS_005447,souscripteur principal
CTR_003615,INS_005448,souscripteur principal
CTR_003615,INS_002753,conducteur secondaire
CTR_003616,INS_005449,souscripteur principal
CTR_003617,INS_005452,souscripteur principal
CTR_003618,INS_005453,souscripteur principal
CTR_003619,INS_005454,souscripteur principal
CTR_003620,INS_005455,souscripteur principal
CTR_003620,INS_001094,conducteur secondaire
CTR_003621,INS_005458,souscripteur principal
CTR_003622,INS_005460,souscripteur principal
CTR_003623,INS_005461,souscripteur principal
CTR_003624,INS_005462,souscripteur principal
CTR_003625,INS_005463,souscripteur principal
CTR_003626,INS_005465,souscripteur principal
CTR_003627,INS_005466,souscripteur principal
CTR_003628,INS_005467,souscripteur principal
CTR_003629,INS_005467,souscripteur principal
CTR_003630,INS_005468,souscripteur principal
CTR_003631,INS_005469,souscripteur principal
CTR_003632,INS_005471,souscripteur principal
CTR_003633,INS_005473,souscripteur principal
CTR_003634,INS_005474,souscripteur principal
CTR_003635,INS_005475,souscripteur principal
CTR_003636,INS_005476,souscripteur principal
CTR_003636,INS_005267,conducteur secondaire
CTR_003637,INS_005477,souscripteur principal
CTR_003638,INS_005480,souscripteur principal
CTR_003638,INS_002857,enfant
CTR_003639,INS_005481,souscripteur principal
CTR_003640,INS_005482,souscripteur principal
CTR_003641,INS_005484,souscripteur principal
CTR_003642,INS_005489,souscripteur principal
CTR_003643,INS_005490,souscripteur principal
CTR_003644,INS_005492,souscripteur principal
CTR_003644,INS_002799,conjoint
CTR_003645,INS_005493,souscripteur principal
CTR_003645,INS_003625,enfant
CTR_003646,INS_005494,souscripteur principal
CTR_003646,INS_004824,conducteur secondaire
CTR_003647,INS_005495,souscripteur principal
CTR_003648,INS_005499,souscripteur principal
CTR_003649,INS_005503,souscripteur principal
CTR_003650,INS_005505,souscripteur principal
CTR_003651,INS_005506,souscripteur principal
CTR_003651,INS_002239,conjoint
CTR_003652,INS_005507,souscripteur principal
CTR_003653,INS_005509,souscripteur principal
CTR_003654,INS_005510,souscripteur principal
CTR_003655,INS_005511,souscripteur principal
CTR_003656,INS_005514,souscripteur principal
CTR_003657,INS_005515,souscripteur principal
CTR_003657,INS_004830,enfant
CTR_003657,INS_001417,conjoint
CTR_003658,INS_005515,souscripteur principal
CTR_003658,INS_005240,enfant
CTR_003659,INS_005516,souscripteur principal
CTR_003660,INS_005517,souscripteur principal
CTR_003660,INS_003883,enfant
CTR_003661,INS_005519,souscripteur principal
CTR_003662,INS_005521,souscripteur principal
CTR_003663,INS_005522,souscripteur principal
CTR_003664,INS_005525,souscripteur principal
CTR_003664,INS_001811,enfant
CTR_003665,INS_005529,souscripteur principal
CTR_003666,INS_005530,souscripteur principal
CTR_003667,INS_005531,souscripteur principal
CTR_003667,INS_004540,conjoint
CTR_003668,INS_005534,souscripteur principal
CTR_003668,INS_001164,conducteur secondaire
CTR_003669,INS_005535,souscripteur principal
CTR_003670,INS_005536,souscripteur principal
CTR_003670,INS_004309,conducteur secondaire
CTR_003671,INS_005540,souscripteur principal
CTR_003672,INS_005543,souscripteur principal
CTR_003673,INS_005544,souscripteur principal
CTR_003674,INS_005546,souscripteur principal
CTR_003674,INS_002894,enfant
CTR_003675,INS_005548,souscripteur principal
CTR_003675,INS_005222,enfant
CTR_003676,INS_005550,souscripteur principal
CTR_003677,INS_005551,souscripteur principal
CTR_003678,INS_005552,souscripteur principal
CTR_003678,INS_003375,enfant
CTR_003679,INS_005553,souscripteur principal
CTR_003680,INS_005555,souscripteur principal
CTR_003680,INS_000302,enfant
CTR_003680,INS_002410,conducteur secondaire
CTR_003681,INS_005557,souscripteur principal
CTR_003682,INS_005559,souscripteur principal
CTR_003683,INS_005561,souscripteur principal
CTR_003683,INS_004853,conjoint
CTR_003684,INS_005564,souscripteur principal
CTR_003685,INS_005565,souscripteur principal
CTR_003685,INS_003266,enfant
CTR_003686,INS_005566,souscripteur principal
CTR_003687,INS_005567,souscripteur principal
CTR_003687,INS_001264,enfant
CTR_003688,INS_005568,souscripteur principal
CTR_003688,INS_004994,conjoint
CTR_003689,INS_005571,souscripteur principal
CTR_003690,INS_005572,souscripteur principal
CTR_003691,INS_005573,souscripteur principal
